[5/25/2022 10:43:56 AM | 633 ms] : ( d1_43.37403_False_0 )
[5/25/2022 10:44:09 AM | 954 ms] : ( d1_17.29207_False_50 )
[5/25/2022 10:44:09 AM | 984 ms] : ( d2_71.05447_False_50 )
[5/25/2022 10:44:10 AM |  15 ms] : ( d3_-31.84118_False_50 )
[5/25/2022 10:44:10 AM |  46 ms] : ( d4_629.907_False_50 )
[5/25/2022 10:44:10 AM |  71 ms] : ( d5_617.5656_False_50 )
[5/25/2022 10:44:10 AM |  86 ms] : ( d6_9763.706_False_50 )
[5/25/2022 10:44:10 AM | 217 ms] : ( d1_15.37442_False_50 )
[5/25/2022 10:44:10 AM | 247 ms] : ( d2_67.21915_False_50 )
[5/25/2022 10:44:10 AM | 263 ms] : ( d3_150.0574_False_50 )
[5/25/2022 10:44:10 AM | 279 ms] : ( d4_1004.905_False_50 )
[5/25/2022 10:44:10 AM | 304 ms] : ( d5_865.0891_False_50 )
[5/25/2022 10:44:10 AM | 319 ms] : ( d6_2238.941_False_50 )
[5/25/2022 10:44:10 AM | 451 ms] : ( d1_28.98821_False_50 )
[5/25/2022 10:44:10 AM | 483 ms] : ( d2_94.44675_False_50 )
[5/25/2022 10:44:10 AM | 513 ms] : ( d3_31.95596_False_50 )
[5/25/2022 10:44:10 AM | 528 ms] : ( d4_408.4928_False_50 )
[5/25/2022 10:44:10 AM | 537 ms] : ( d5_635.0379_False_50 )
[5/25/2022 10:44:10 AM | 553 ms] : ( d6_4714.176_False_50 )
[5/25/2022 10:44:10 AM | 685 ms] : ( d1_42.60201_False_50 )
[5/25/2022 10:44:10 AM | 700 ms] : ( d2_29.67256_False_50 )
[5/25/2022 10:44:10 AM | 715 ms] : ( d3_47.65759_False_50 )
[5/25/2022 10:44:10 AM | 731 ms] : ( d4_487.7861_False_50 )
[5/25/2022 10:44:10 AM | 739 ms] : ( d5_687.3766_False_50 )
[5/25/2022 10:44:10 AM | 755 ms] : ( d6_461.8173_False_50 )
[5/25/2022 10:44:10 AM | 888 ms] : ( d1_19.21403_False_50 )
[5/25/2022 10:44:10 AM | 903 ms] : ( d2_35.42983_False_50 )
[5/25/2022 10:44:10 AM | 919 ms] : ( d3_63.35923_False_50 )
[5/25/2022 10:44:10 AM | 935 ms] : ( d4_567.0793_False_50 )
[5/25/2022 10:44:10 AM | 943 ms] : ( d5_739.7155_False_50 )
[5/25/2022 10:44:10 AM | 958 ms] : ( d6_985.2051_False_50 )
[5/25/2022 10:44:11 AM |  92 ms] : ( d1_22.09266_False_50 )
[5/25/2022 10:44:11 AM | 123 ms] : ( d2_80.65565_False_50 )
[5/25/2022 10:44:11 AM | 138 ms] : ( d3_186.7024_False_50 )
[5/25/2022 10:44:11 AM | 154 ms] : ( d4_1189.962_False_50 )
[5/25/2022 10:44:11 AM | 163 ms] : ( d5_150.8593_False_50 )
[5/25/2022 10:44:11 AM | 179 ms] : ( d6_9872.39_False_50 )
[5/25/2022 10:44:11 AM | 310 ms] : ( d1_15.97218_False_50 )
[5/25/2022 10:44:11 AM | 326 ms] : ( d2_86.41291_False_50 )
[5/25/2022 10:44:11 AM | 342 ms] : ( d3_-97.596_False_50 )
[5/25/2022 10:44:11 AM | 358 ms] : ( d4_1269.255_False_50 )
[5/25/2022 10:44:11 AM | 381 ms] : ( d5_562.0031_False_50 )
[5/25/2022 10:44:11 AM | 397 ms] : ( d6_3983.828_False_50 )
[5/25/2022 10:44:11 AM | 528 ms] : ( d1_38.58509_False_50 )
[5/25/2022 10:44:11 AM | 559 ms] : ( d2_113.6405_False_50 )
[5/25/2022 10:44:11 AM | 575 ms] : ( d3_-23.33894_False_50 )
[5/25/2022 10:44:11 AM | 592 ms] : ( d4_920.7279_False_50 )
[5/25/2022 10:44:11 AM | 616 ms] : ( d5_809.5266_False_50 )
[5/25/2022 10:44:11 AM | 631 ms] : ( d6_1683.317_False_50 )
[5/25/2022 10:44:11 AM | 764 ms] : ( d1_25.93228_False_50 )
[5/25/2022 10:44:11 AM | 795 ms] : ( d2_88.33487_False_50 )
[5/25/2022 10:44:11 AM | 828 ms] : ( d3_158.5596_False_50 )
[5/25/2022 10:44:11 AM | 859 ms] : ( d4_76.43096_False_50 )
[5/25/2022 10:44:11 AM | 882 ms] : ( d5_774.6602_False_50 )
[5/25/2022 10:44:11 AM | 898 ms] : ( d6_6110.399_False_50 )
[5/25/2022 10:44:12 AM |  31 ms] : ( d1_50.28123_False_50 )
[5/25/2022 10:44:12 AM |  61 ms] : ( d2_27.03278_False_50 )
[5/25/2022 10:44:12 AM |  93 ms] : ( d3_148.0997_False_50 )
[5/25/2022 10:44:12 AM | 125 ms] : ( d4_23.60833_False_50 )
[5/25/2022 10:44:12 AM | 149 ms] : ( d5_217.3685_False_50 )
[5/25/2022 10:44:12 AM | 165 ms] : ( d6_5761.735_False_50 )
[5/25/2022 10:44:12 AM | 297 ms] : ( d1_48.36357_False_50 )
[5/25/2022 10:44:12 AM | 328 ms] : ( d2_23.19748_False_50 )
[5/25/2022 10:44:12 AM | 358 ms] : ( d3_-19.08783_False_50 )
[5/25/2022 10:44:12 AM | 389 ms] : ( d4_1485.786_False_50 )
[5/25/2022 10:44:12 AM | 413 ms] : ( d5_182.502_False_50 )
[5/25/2022 10:44:12 AM | 429 ms] : ( d6_188.8174_False_50 )
[5/25/2022 10:44:12 AM | 561 ms] : ( d1_17.71253_False_50 )
[5/25/2022 10:44:12 AM | 590 ms] : ( d2_19.36217_False_50 )
[5/25/2022 10:44:12 AM | 606 ms] : ( d3_162.8107_False_50 )
[5/25/2022 10:44:12 AM | 621 ms] : ( d4_345.7838_False_50 )
[5/25/2022 10:44:12 AM | 630 ms] : ( d5_593.6458_False_50 )
[5/25/2022 10:44:12 AM | 645 ms] : ( d6_4300.255_False_50 )
[5/25/2022 10:44:12 AM | 778 ms] : ( d1_40.32544_False_50 )
[5/25/2022 10:44:12 AM | 794 ms] : ( d2_25.11943_False_50 )
[5/25/2022 10:44:12 AM | 810 ms] : ( d3_178.5124_False_50 )
[5/25/2022 10:44:12 AM | 827 ms] : ( d4_425.0771_False_50 )
[5/25/2022 10:44:12 AM | 849 ms] : ( d5_482.3643_False_50 )
[5/25/2022 10:44:12 AM | 865 ms] : ( d6_8411.693_False_50 )
[5/25/2022 10:44:12 AM | 997 ms] : ( d1_7.93835_False_50 )
[5/25/2022 10:44:13 AM |  12 ms] : ( d2_70.34525_False_50 )
[5/25/2022 10:44:13 AM |  27 ms] : ( d3_1.85551_False_50 )
[5/25/2022 10:44:13 AM |  43 ms] : ( d4_1047.96_False_50 )
[5/25/2022 10:44:13 AM |  49 ms] : ( d5_534.7031_False_50 )
[5/25/2022 10:44:13 AM |  64 ms] : ( d6_8935.081_False_50 )
[5/25/2022 10:44:13 AM | 195 ms] : ( d1_10.81698_False_50 )
[5/25/2022 10:44:13 AM | 210 ms] : ( d2_76.10252_False_50 )
[5/25/2022 10:44:13 AM | 227 ms] : ( d3_17.55714_False_50 )
[5/25/2022 10:44:13 AM | 244 ms] : ( d4_1127.253_False_50 )
[5/25/2022 10:44:13 AM | 251 ms] : ( d5_109.4672_False_50 )
[5/25/2022 10:44:13 AM | 267 ms] : ( d6_9458.469_False_50 )
[5/25/2022 10:44:13 AM | 398 ms] : ( d1_13.69562_False_50 )
[5/25/2022 10:44:13 AM | 413 ms] : ( d2_81.85979_False_50 )
[5/25/2022 10:44:13 AM | 428 ms] : ( d3_33.25878_False_50 )
[5/25/2022 10:44:13 AM | 445 ms] : ( d4_1206.546_False_50 )
[5/25/2022 10:44:13 AM | 453 ms] : ( d5_161.806_False_50 )
[5/25/2022 10:44:13 AM | 469 ms] : ( d6_9981.857_False_50 )
[5/25/2022 10:44:13 AM | 614 ms] : ( d1_16.57425_False_50 )
[5/25/2022 10:44:13 AM | 646 ms] : ( d2_17.0856_False_50 )
[5/25/2022 10:44:13 AM | 677 ms] : ( d3_-35.75657_False_50 )
[5/25/2022 10:44:13 AM | 708 ms] : ( d4_610.1342_False_50 )
[5/25/2022 10:44:13 AM | 732 ms] : ( d5_604.5142_False_50 )
[5/25/2022 10:44:13 AM | 747 ms] : ( d6_9633.192_False_50 )
[5/25/2022 10:44:13 AM | 881 ms] : ( d1_14.6566_False_50 )
[5/25/2022 10:44:13 AM | 909 ms] : ( d2_65.78351_False_50 )
[5/25/2022 10:44:13 AM | 940 ms] : ( d3_97.05591_False_50 )
[5/25/2022 10:44:13 AM | 971 ms] : ( d4_557.3116_False_50 )
[5/25/2022 10:44:13 AM | 996 ms] : ( d5_569.6478_False_50 )
[5/25/2022 10:44:14 AM |  11 ms] : ( d6_9284.528_False_50 )
[5/25/2022 10:44:14 AM | 142 ms] : ( d1_12.73894_False_50 )
[5/25/2022 10:44:14 AM | 173 ms] : ( d2_61.9482_False_50 )
[5/25/2022 10:44:14 AM | 205 ms] : ( d3_86.59599_False_50 )
[5/25/2022 10:44:14 AM | 236 ms] : ( d4_1228.015_False_50 )
[5/25/2022 10:44:14 AM | 260 ms] : ( d5_534.7814_False_50 )
[5/25/2022 10:44:14 AM | 275 ms] : ( d6_3711.611_False_50 )
[5/25/2022 10:44:14 AM | 410 ms] : ( d1_37.0879_False_50 )
[5/25/2022 10:44:14 AM | 442 ms] : ( d2_110.6461_False_50 )
[5/25/2022 10:44:14 AM | 473 ms] : ( d3_76.13605_False_50 )
[5/25/2022 10:44:14 AM | 504 ms] : ( d4_1175.192_False_50 )
[5/25/2022 10:44:14 AM | 528 ms] : ( d5_977.4896_False_50 )
[5/25/2022 10:44:14 AM | 544 ms] : ( d6_3362.947_False_50 )
[5/25/2022 10:44:14 AM | 676 ms] : ( d1_35.17024_False_50 )
[5/25/2022 10:44:14 AM | 708 ms] : ( d2_106.8108_False_50 )
[5/25/2022 10:44:14 AM | 738 ms] : ( d3_-91.05147_False_50 )
[5/25/2022 10:44:14 AM | 768 ms] : ( d4_1122.369_False_50 )
[5/25/2022 10:44:14 AM | 793 ms] : ( d5_942.6232_False_50 )
[5/25/2022 10:44:14 AM | 808 ms] : ( d6_7790.03_False_50 )
[5/25/2022 10:44:14 AM | 942 ms] : ( d1_4.519197_False_50 )
[5/25/2022 10:44:14 AM | 972 ms] : ( d2_102.9755_False_50 )
[5/25/2022 10:44:15 AM |   3 ms] : ( d3_198.4886_False_50 )
[5/25/2022 10:44:15 AM |  34 ms] : ( d4_278.0723_False_50 )
[5/25/2022 10:44:15 AM |  57 ms] : ( d5_385.3315_False_50 )
[5/25/2022 10:44:15 AM |  72 ms] : ( d6_7441.365_False_50 )
[5/25/2022 10:44:15 AM | 205 ms] : ( d1_2.601543_False_50 )
[5/25/2022 10:44:15 AM | 236 ms] : ( d2_41.67341_False_50 )
[5/25/2022 10:44:15 AM | 268 ms] : ( d3_188.0287_False_50 )
[5/25/2022 10:44:15 AM | 299 ms] : ( d4_225.2497_False_50 )
[5/25/2022 10:44:15 AM | 322 ms] : ( d5_350.4651_False_50 )
[5/25/2022 10:44:15 AM | 338 ms] : ( d6_7092.701_False_50 )
[5/25/2022 10:44:15 AM | 473 ms] : ( d1_0.6838899_False_50 )
[5/25/2022 10:44:15 AM | 503 ms] : ( d2_37.8381_False_50 )
[5/25/2022 10:44:15 AM | 535 ms] : ( d3_20.84115_False_50 )
[5/25/2022 10:44:15 AM | 566 ms] : ( d4_895.9528_False_50 )
[5/25/2022 10:44:15 AM | 590 ms] : ( d5_315.5986_False_50 )
[5/25/2022 10:44:15 AM | 606 ms] : ( d6_1519.783_False_50 )
[5/25/2022 10:44:15 AM | 738 ms] : ( d1_25.03284_False_50 )
[5/25/2022 10:44:15 AM | 768 ms] : ( d2_34.0028_False_50 )
[5/25/2022 10:44:15 AM | 799 ms] : ( d3_10.38122_False_50 )
[5/25/2022 10:44:15 AM | 830 ms] : ( d4_843.1301_False_50 )
[5/25/2022 10:44:15 AM | 854 ms] : ( d5_758.3069_False_50 )
[5/25/2022 10:44:15 AM | 869 ms] : ( d6_1171.119_False_50 )
[5/25/2022 10:44:16 AM |   3 ms] : ( d1_23.11519_False_50 )
[5/25/2022 10:44:16 AM |  36 ms] : ( d2_82.7007_False_50 )
[5/25/2022 10:44:16 AM |  67 ms] : ( d3_143.1937_False_50 )
[5/25/2022 10:44:16 AM |  99 ms] : ( d4_790.3074_False_50 )
[5/25/2022 10:44:16 AM | 123 ms] : ( d5_723.4405_False_50 )
[5/25/2022 10:44:16 AM | 137 ms] : ( d6_822.455_False_50 )
[5/25/2022 10:44:16 AM | 270 ms] : ( d1_21.19754_False_50 )
[5/25/2022 10:44:16 AM | 302 ms] : ( d2_78.8654_False_50 )
[5/25/2022 10:44:16 AM | 333 ms] : ( d3_132.7338_False_50 )
[5/25/2022 10:44:16 AM | 349 ms] : ( d4_1461.01_False_50 )
[5/25/2022 10:44:16 AM | 373 ms] : ( d5_329.769_False_50 )
[5/25/2022 10:44:16 AM | 388 ms] : ( d6_6885.74_False_50 )
[5/25/2022 10:44:16 AM | 520 ms] : ( d1_54.54561_False_50 )
[5/25/2022 10:44:16 AM | 550 ms] : ( d2_35.56153_False_50 )
[5/25/2022 10:44:16 AM | 582 ms] : ( d3_14.63234_False_50 )
[5/25/2022 10:44:16 AM | 614 ms] : ( d4_864.5982_False_50 )
[5/25/2022 10:44:16 AM | 638 ms] : ( d5_294.9026_False_50 )
[5/25/2022 10:44:16 AM | 654 ms] : ( d6_4900.874_False_50 )
[5/25/2022 10:44:16 AM | 802 ms] : ( d1_43.62884_False_50 )
[5/25/2022 10:44:16 AM | 818 ms] : ( d2_123.728_False_50 )
[5/25/2022 10:44:16 AM | 849 ms] : ( d3_-44.91368_False_50 )
[5/25/2022 10:44:16 AM | 865 ms] : ( d4_811.7756_False_50 )
[5/25/2022 10:44:16 AM | 874 ms] : ( d5_901.2311_False_50 )
[5/25/2022 10:44:16 AM | 889 ms] : ( d6_7376.109_False_50 )
[5/25/2022 10:44:17 AM |  22 ms] : ( d1_2.242632_False_50 )
[5/25/2022 10:44:17 AM |  37 ms] : ( d2_58.95382_False_50 )
[5/25/2022 10:44:17 AM |  53 ms] : ( d3_-29.21204_False_50 )
[5/25/2022 10:44:17 AM |  69 ms] : ( d4_891.0688_False_50 )
[5/25/2022 10:44:17 AM |  78 ms] : ( d5_953.5699_False_50 )
[5/25/2022 10:44:17 AM |  92 ms] : ( d6_7899.497_False_50 )
[5/25/2022 10:44:17 AM | 225 ms] : ( d1_5.121265_False_50 )
[5/25/2022 10:44:17 AM | 241 ms] : ( d2_64.71108_False_50 )
[5/25/2022 10:44:17 AM | 256 ms] : ( d3_143.2172_False_50 )
[5/25/2022 10:44:17 AM | 272 ms] : ( d4_970.3621_False_50 )
[5/25/2022 10:44:17 AM | 281 ms] : ( d5_5.9087_False_50 )
[5/25/2022 10:44:17 AM | 296 ms] : ( d6_8422.885_False_50 )
[5/25/2022 10:44:17 AM | 429 ms] : ( d1_7.999898_False_50 )
[5/25/2022 10:44:17 AM | 445 ms] : ( d2_70.46835_False_50 )
[5/25/2022 10:44:17 AM | 460 ms] : ( d3_158.9188_False_50 )
[5/25/2022 10:44:17 AM | 475 ms] : ( d4_1049.655_False_50 )
[5/25/2022 10:44:17 AM | 483 ms] : ( d5_58.24748_False_50 )
[5/25/2022 10:44:17 AM | 498 ms] : ( d6_4170.525_False_50 )
[5/25/2022 10:44:17 AM | 646 ms] : ( d1_39.61192_False_50 )
[5/25/2022 10:44:17 AM | 676 ms] : ( d2_115.6942_False_50 )
[5/25/2022 10:44:17 AM | 707 ms] : ( d3_-66.82412_False_50 )
[5/25/2022 10:44:17 AM | 739 ms] : ( d4_453.243_False_50 )
[5/25/2022 10:44:17 AM | 762 ms] : ( d5_23.38105_False_50 )
[5/25/2022 10:44:17 AM | 778 ms] : ( d6_8597.607_False_50 )
[5/25/2022 10:44:17 AM | 910 ms] : ( d1_8.960876_False_50 )
[5/25/2022 10:44:17 AM | 941 ms] : ( d2_54.39207_False_50 )
[5/25/2022 10:44:17 AM | 971 ms] : ( d3_-77.28405_False_50 )
[5/25/2022 10:44:18 AM |   2 ms] : ( d4_400.4204_False_50 )
[5/25/2022 10:44:18 AM |  27 ms] : ( d5_466.0893_False_50 )
[5/25/2022 10:44:18 AM |  43 ms] : ( d6_8248.943_False_50 )
[5/25/2022 10:44:18 AM | 176 ms] : ( d1_7.043224_False_50 )
[5/25/2022 10:44:18 AM | 206 ms] : ( d2_50.55677_False_50 )
[5/25/2022 10:44:18 AM | 237 ms] : ( d3_55.52843_False_50 )
[5/25/2022 10:44:18 AM | 268 ms] : ( d4_347.5978_False_50 )
[5/25/2022 10:44:18 AM | 291 ms] : ( d5_431.2229_False_50 )
[5/25/2022 10:44:18 AM | 306 ms] : ( d6_2676.026_False_50 )
[5/25/2022 10:44:18 AM | 441 ms] : ( d1_31.39218_False_50 )
[5/25/2022 10:44:18 AM | 473 ms] : ( d2_46.72146_False_50 )
[5/25/2022 10:44:18 AM | 504 ms] : ( d3_45.0685_False_50 )
[5/25/2022 10:44:18 AM | 535 ms] : ( d4_1018.301_False_50 )
[5/25/2022 10:44:18 AM | 560 ms] : ( d5_873.9312_False_50 )
[5/25/2022 10:44:18 AM | 575 ms] : ( d6_2327.362_False_50 )
[5/25/2022 10:44:18 AM | 709 ms] : ( d1_49.2088_False_50 )
[5/25/2022 10:44:18 AM | 727 ms] : ( d2_95.41937_False_50 )
[5/25/2022 10:44:18 AM | 741 ms] : ( d3_-73.03294_False_50 )
[5/25/2022 10:44:18 AM | 756 ms] : ( d4_669.7733_False_50 )
[5/25/2022 10:44:18 AM | 764 ms] : ( d5_285.075_False_50 )
[5/25/2022 10:44:18 AM | 780 ms] : ( d6_6438.8_False_50 )
[5/25/2022 10:44:18 AM | 929 ms] : ( d1_43.08832_False_50 )
[5/25/2022 10:44:18 AM | 944 ms] : ( d2_30.64519_False_50 )
[5/25/2022 10:44:18 AM | 960 ms] : ( d3_50.31021_False_50 )
[5/25/2022 10:44:18 AM | 976 ms] : ( d4_501.1818_False_50 )
[5/25/2022 10:44:18 AM | 984 ms] : ( d5_696.2188_False_50 )
[5/25/2022 10:44:19 AM |   0 ms] : ( d6_550.2379_False_50 )
[5/25/2022 10:44:19 AM | 135 ms] : ( d1_19.70034_False_50 )
[5/25/2022 10:44:19 AM | 149 ms] : ( d2_36.40246_False_50 )
[5/25/2022 10:44:19 AM | 166 ms] : ( d3_66.01184_False_50 )
[5/25/2022 10:44:19 AM | 179 ms] : ( d4_580.475_False_50 )
[5/25/2022 10:44:19 AM | 187 ms] : ( d5_748.5576_False_50 )
[5/25/2022 10:44:19 AM | 202 ms] : ( d6_1073.626_False_50 )
[5/25/2022 10:44:19 AM | 336 ms] : ( d1_22.57898_False_50 )
[5/25/2022 10:44:19 AM | 351 ms] : ( d2_42.15972_False_50 )
[5/25/2022 10:44:19 AM | 366 ms] : ( d3_81.71347_False_50 )
[5/25/2022 10:44:19 AM | 383 ms] : ( d4_1451.243_False_50 )
[5/25/2022 10:44:19 AM | 391 ms] : ( d5_800.8964_False_50 )
[5/25/2022 10:44:19 AM | 407 ms] : ( d6_1597.013_False_50 )
[5/25/2022 10:44:19 AM | 540 ms] : ( d1_25.45761_False_50 )
[5/25/2022 10:44:19 AM | 555 ms] : ( d2_47.91698_False_50 )
[5/25/2022 10:44:19 AM | 569 ms] : ( d3_97.41511_False_50 )
[5/25/2022 10:44:19 AM | 585 ms] : ( d4_15.53592_False_50 )
[5/25/2022 10:44:19 AM | 594 ms] : ( d5_853.2351_False_50 )
[5/25/2022 10:44:19 AM | 610 ms] : ( d6_2120.401_False_50 )
[5/25/2022 10:44:19 AM | 741 ms] : ( d1_28.33624_False_50 )
[5/25/2022 10:44:19 AM | 756 ms] : ( d2_111.141_False_50 )
[5/25/2022 10:44:19 AM | 771 ms] : ( d3_113.1167_False_50 )
[5/25/2022 10:44:19 AM | 787 ms] : ( d4_94.82918_False_50 )
[5/25/2022 10:44:19 AM | 796 ms] : ( d5_905.5739_False_50 )
[5/25/2022 10:44:19 AM | 811 ms] : ( d6_2643.789_False_50 )
[5/25/2022 10:44:19 AM | 945 ms] : ( d1_31.21488_False_50 )
[5/25/2022 10:44:19 AM | 960 ms] : ( d2_116.8983_False_50 )
[5/25/2022 10:44:19 AM | 976 ms] : ( d3_128.8184_False_50 )
[5/25/2022 10:44:19 AM | 991 ms] : ( d4_174.1224_False_50 )
[5/25/2022 10:44:20 AM |   0 ms] : ( d5_480.338_False_50 )
[5/25/2022 10:44:20 AM |  15 ms] : ( d6_3167.177_False_50 )
[5/25/2022 10:44:20 AM | 149 ms] : ( d1_34.09351_False_50 )
[5/25/2022 10:44:20 AM | 164 ms] : ( d2_122.6556_False_50 )
[5/25/2022 10:44:20 AM | 180 ms] : ( d3_144.52_False_50 )
[5/25/2022 10:44:20 AM | 195 ms] : ( d4_253.4157_False_50 )
[5/25/2022 10:44:20 AM | 204 ms] : ( d5_532.6768_False_50 )
[5/25/2022 10:44:20 AM | 219 ms] : ( d6_3690.565_False_50 )
[5/25/2022 10:44:20 AM | 350 ms] : ( d1_36.97214_False_50 )
[5/25/2022 10:44:20 AM | 367 ms] : ( d2_18.41284_False_50 )
[5/25/2022 10:44:20 AM | 380 ms] : ( d3_16.94924_False_50 )
[5/25/2022 10:44:20 AM | 396 ms] : ( d4_332.7089_False_50 )
[5/25/2022 10:44:20 AM | 404 ms] : ( d5_585.0156_False_50 )
[5/25/2022 10:44:20 AM | 434 ms] : ( d6_4213.953_False_50 )
[5/25/2022 10:44:20 AM | 569 ms] : ( d1_39.85078_False_50 )
[5/25/2022 10:44:20 AM | 599 ms] : ( d2_63.63865_False_50 )
[5/25/2022 10:44:20 AM | 630 ms] : ( d3_91.20629_False_50 )
[5/25/2022 10:44:20 AM | 661 ms] : ( d4_1251.297_False_50 )
[5/25/2022 10:44:20 AM | 685 ms] : ( d5_27.7238_False_50 )
[5/25/2022 10:44:20 AM | 700 ms] : ( d6_3865.288_False_50 )
[5/25/2022 10:44:20 AM | 834 ms] : ( d1_37.93312_False_50 )
[5/25/2022 10:44:20 AM | 865 ms] : ( d2_41.80511_False_50 )
[5/25/2022 10:44:20 AM | 881 ms] : ( d3_80.74638_False_50 )
[5/25/2022 10:44:20 AM | 912 ms] : ( d4_1198.474_False_50 )
[5/25/2022 10:44:20 AM | 935 ms] : ( d5_634.0523_False_50 )
[5/25/2022 10:44:20 AM | 951 ms] : ( d6_9928.574_False_50 )
[5/25/2022 10:44:21 AM |  82 ms] : ( d1_16.28119_False_50 )
[5/25/2022 10:44:21 AM | 114 ms] : ( d2_69.0327_False_50 )
[5/25/2022 10:44:21 AM | 144 ms] : ( d3_-37.35507_False_50 )
[5/25/2022 10:44:21 AM | 177 ms] : ( d4_602.0618_False_50 )
[5/25/2022 10:44:21 AM | 201 ms] : ( d5_957.991_False_50 )
[5/25/2022 10:44:21 AM | 217 ms] : ( d6_7943.707_False_50 )
[5/25/2022 10:44:21 AM | 364 ms] : ( d1_5.364422_False_50 )
[5/25/2022 10:44:21 AM | 394 ms] : ( d2_104.666_False_50 )
[5/25/2022 10:44:21 AM | 425 ms] : ( d3_-96.90108_False_50 )
[5/25/2022 10:44:21 AM | 456 ms] : ( d4_301.3544_False_50 )
[5/25/2022 10:44:21 AM | 480 ms] : ( d5_400.6992_False_50 )
[5/25/2022 10:44:21 AM | 495 ms] : ( d6_7595.042_False_50 )
[5/25/2022 10:44:21 AM | 626 ms] : ( d1_3.446768_False_50 )
[5/25/2022 10:44:21 AM | 657 ms] : ( d2_43.36386_False_50 )
[5/25/2022 10:44:21 AM | 689 ms] : ( d3_35.91139_False_50 )
[5/25/2022 10:44:21 AM | 721 ms] : ( d4_248.5318_False_50 )
[5/25/2022 10:44:21 AM | 745 ms] : ( d5_365.8328_False_50 )
[5/25/2022 10:44:21 AM | 761 ms] : ( d6_7246.378_False_50 )
[5/25/2022 10:44:21 AM | 894 ms] : ( d1_1.529115_False_50 )
[5/25/2022 10:44:21 AM | 924 ms] : ( d2_39.52855_False_50 )
[5/25/2022 10:44:21 AM | 956 ms] : ( d3_25.45147_False_50 )
[5/25/2022 10:44:21 AM | 987 ms] : ( d4_919.2348_False_50 )
[5/25/2022 10:44:22 AM |  10 ms] : ( d5_330.9663_False_50 )
[5/25/2022 10:44:22 AM |  25 ms] : ( d6_1673.461_False_50 )
[5/25/2022 10:44:22 AM | 159 ms] : ( d1_25.87807_False_50 )
[5/25/2022 10:44:22 AM | 188 ms] : ( d2_88.22646_False_50 )
[5/25/2022 10:44:22 AM | 220 ms] : ( d3_14.99154_False_50 )
[5/25/2022 10:44:22 AM | 251 ms] : ( d4_866.4122_False_50 )
[5/25/2022 10:44:22 AM | 275 ms] : ( d5_773.6746_False_50 )
[5/25/2022 10:44:22 AM | 291 ms] : ( d6_1324.797_False_50 )
[5/25/2022 10:44:22 AM | 424 ms] : ( d1_23.96041_False_50 )
[5/25/2022 10:44:22 AM | 456 ms] : ( d2_84.39115_False_50 )
[5/25/2022 10:44:22 AM | 488 ms] : ( d3_147.804_False_50 )
[5/25/2022 10:44:22 AM | 519 ms] : ( d4_813.5895_False_50 )
[5/25/2022 10:44:22 AM | 543 ms] : ( d5_738.8082_False_50 )
[5/25/2022 10:44:22 AM | 558 ms] : ( d6_5751.879_False_50 )
[5/25/2022 10:44:22 AM | 691 ms] : ( d1_48.30937_False_50 )
[5/25/2022 10:44:22 AM | 722 ms] : ( d2_80.55585_False_50 )
[5/25/2022 10:44:22 AM | 753 ms] : ( d3_137.3441_False_50 )
[5/25/2022 10:44:22 AM | 784 ms] : ( d4_1484.292_False_50 )
[5/25/2022 10:44:22 AM | 808 ms] : ( d5_181.5164_False_50 )
[5/25/2022 10:44:22 AM | 824 ms] : ( d6_5403.215_False_50 )
[5/25/2022 10:44:22 AM | 956 ms] : ( d1_46.39172_False_50 )
[5/25/2022 10:44:22 AM | 987 ms] : ( d2_19.25375_False_50 )
[5/25/2022 10:44:23 AM |  19 ms] : ( d3_126.8842_False_50 )
[5/25/2022 10:44:23 AM |  49 ms] : ( d4_1431.47_False_50 )
[5/25/2022 10:44:23 AM |  73 ms] : ( d5_146.65_False_50 )
[5/25/2022 10:44:23 AM |  88 ms] : ( d6_5054.551_False_50 )
[5/25/2022 10:44:23 AM | 219 ms] : ( d1_44.47406_False_50 )
[5/25/2022 10:44:23 AM | 251 ms] : ( d2_15.41845_False_50 )
[5/25/2022 10:44:23 AM | 283 ms] : ( d3_-40.30336_False_50 )
[5/25/2022 10:44:23 AM | 313 ms] : ( d4_587.1729_False_50 )
[5/25/2022 10:44:23 AM | 337 ms] : ( d5_111.7836_False_50 )
[5/25/2022 10:44:23 AM | 352 ms] : ( d6_9481.634_False_50 )
[5/25/2022 10:44:23 AM | 487 ms] : ( d1_13.82302_False_50 )
[5/25/2022 10:44:23 AM | 517 ms] : ( d2_121.5831_False_50 )
[5/25/2022 10:44:23 AM | 549 ms] : ( d3_-50.76328_False_50 )
[5/25/2022 10:44:23 AM | 579 ms] : ( d4_534.3503_False_50 )
[5/25/2022 10:44:23 AM | 603 ms] : ( d5_554.4919_False_50 )
[5/25/2022 10:44:23 AM | 619 ms] : ( d6_9132.969_False_50 )
[5/25/2022 10:44:23 AM | 751 ms] : ( d1_11.90536_False_50 )
[5/25/2022 10:44:23 AM | 783 ms] : ( d2_60.28105_False_50 )
[5/25/2022 10:44:23 AM | 815 ms] : ( d3_82.04919_False_50 )
[5/25/2022 10:44:23 AM | 846 ms] : ( d4_481.5276_False_50 )
[5/25/2022 10:44:23 AM | 871 ms] : ( d5_519.6254_False_50 )
[5/25/2022 10:44:23 AM | 887 ms] : ( d6_8784.305_False_50 )
[5/25/2022 10:44:24 AM |  19 ms] : ( d1_9.98771_False_50 )
